,normalization_fn,normalization_nu_fn,reg_fn_alpha,reg_fn_logmin,batch_size,length_cutoff_factor,initial_flow,learning_rate,number_epoch,step_per_epoch,B_beta,path_redraw,neighborhood,ExpectedReward,size,generators,reward_fn,heuristic_fn,initial_position
8982,1,0,-7.965931863727455,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6247143745422363,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8983,2,0,-8.42685370741483,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6174399256706238,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8984,1,0,-6.933867735470942,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6642646193504333,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8985,1,0,-6.56312625250501,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6694051027297974,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8986,2,0,-9.929859719438875,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6726546883583069,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8987,1,0,-6.2625250501002006,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.682902991771698,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8988,1,0,-9.06813627254509,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6901105642318726,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8989,1,0,-9.098196392785573,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7036601305007935,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8990,1,0,-7.4448897795591185,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6786788105964661,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8991,2,0,-7.565130260521042,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6984919309616089,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8992,2,0,-7.765531062124248,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6360468864440918,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8993,1,0,-9.929859719438875,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.667567253112793,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8994,1,0,-5.801603206412826,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6578726172447205,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8995,1,0,-5.961923847695391,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6681187152862549,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8996,1,0,-7.18436873747495,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6432451605796814,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8997,2,0,-5.340681362725452,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.67747563123703,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8998,1,0,-9.048096192384769,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6573075652122498,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
8999,1,0,-5.971943887775551,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6829177141189575,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9000,1,0,-8.7875751503006,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6615186929702759,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9001,1,0,-5.531062124248497,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6631380319595337,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9002,1,0,-6.082164328657315,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6808018684387207,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9003,2,0,-9.579158316633269,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.674393355846405,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9004,2,0,-5.190380761523047,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7101212739944458,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9005,2,0,-6.002004008016032,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.668333888053894,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9006,1,0,-7.785571142284569,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6709202527999878,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9007,2,0,-6.963927855711424,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6661831736564636,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9008,2,0,-8.356713426853707,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6759775280952454,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9009,2,0,-7.915831663326653,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6546115279197693,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9010,1,0,-6.202404809619239,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6801835298538208,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9011,2,0,-5.110220440881764,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6667988300323486,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9012,1,0,-8.947895791583166,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6596493721008301,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9013,1,0,-8.917835671342685,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.668816089630127,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9014,1,0,-7.144288577154309,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6836566925048828,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9015,1,0,-8.47695390781563,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6839147210121155,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9016,2,0,-8.266533066132265,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6525129675865173,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9017,2,0,-5.060120240480962,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7056571841239929,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9018,1,0,-7.234468937875752,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6616685390472412,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9019,1,0,-9.228456913827657,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6528762578964233,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9020,1,0,-5.761523046092185,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.681143045425415,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9021,1,0,-9.619238476953909,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.624430775642395,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9022,1,0,-7.264529058116233,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6631020307540894,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9023,1,0,-5.30060120240481,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6931021809577942,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9024,2,0,-6.482965931863728,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6369802951812744,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9025,2,0,-5.821643286573146,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6869764924049377,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9026,2,0,-5.531062124248497,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6910743713378906,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9027,1,0,-6.733466933867735,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.669570803642273,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9028,1,0,-6.673346693386774,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6726344227790833,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9029,2,0,-7.004008016032064,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6687284708023071,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9030,1,0,-9.859719438877756,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.662429928779602,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9031,2,0,-6.88376753507014,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6521825194358826,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9032,2,0,-9.298597194388778,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6711786985397339,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9033,1,0,-6.402805611222445,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6605014801025391,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9034,1,0,-5.501002004008016,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.707405686378479,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9035,1,0,-8.667334669338677,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6653726100921631,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9036,1,0,-7.384769539078157,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6384865641593933,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9037,2,0,-5.240480961923848,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6906098127365112,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9038,1,0,-6.072144288577155,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6578024625778198,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9039,2,0,-8.09619238476954,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6447625160217285,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9040,2,0,-9.809619238476952,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6537547707557678,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9041,2,0,-8.977955911823647,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6465814113616943,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9042,1,0,-9.739478957915832,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6807469725608826,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9043,2,0,-9.118236472945892,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6857436895370483,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9044,1,0,-5.511022044088176,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.703319787979126,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9045,1,0,-7.865731462925852,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6569755673408508,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9046,2,0,-7.635270541082164,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6536857485771179,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9047,1,0,-8.45691382765531,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6670216917991638,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9048,1,0,-7.895791583166332,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6784023642539978,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9049,1,0,-6.322645290581162,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6530119180679321,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9050,1,0,-7.925851703406813,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6883842349052429,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9051,2,0,-9.01803607214429,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6583439707756042,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9052,1,0,-7.575150300601202,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.667752206325531,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9053,2,0,-9.178356713426854,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6830479502677917,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9054,1,0,-9.288577154308618,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6899280548095703,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9055,1,0,-8.056112224448897,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6567818522453308,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9056,2,0,-6.022044088176353,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6709372997283936,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9057,2,0,-9.669338677354707,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6678525805473328,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9058,1,0,-8.286573146292586,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6731750965118408,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9059,1,0,-5.390781563126253,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6906343698501587,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9060,1,0,-9.899799599198396,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6710483431816101,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9061,2,0,-9.40881763527054,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.659480094909668,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9062,1,0,-5.290581162324649,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.708414614200592,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9063,1,0,-6.25250501002004,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6728209257125854,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9064,1,0,-8.356713426853707,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6730993986129761,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9065,2,0,-8.286573146292586,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6879635453224182,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9066,2,0,-5.460921843687375,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.691892683506012,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9067,1,0,-6.242484969939881,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6940258741378784,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9068,2,0,-8.386773547094188,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6952273845672607,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9069,2,0,-6.072144288577155,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6688699722290039,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9070,1,0,-5.551102204408818,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6990393400192261,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9071,2,0,-5.671342685370742,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6685855388641357,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9072,2,0,-7.154308617234469,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6658328771591187,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9073,2,0,-7.164328657314629,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6572389006614685,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9074,2,0,-9.69939879759519,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6606078147888184,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9075,1,0,-9.168336673346694,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6604562997817993,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9076,2,0,-5.320641282565131,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6968154907226562,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9077,1,0,-8.577154308617235,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7056248188018799,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9078,2,0,-6.833667334669339,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6549714803695679,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9079,2,0,-6.322645290581162,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.664323091506958,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9080,2,0,-8.567134268537075,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6812290549278259,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9081,1,0,-8.657314629258517,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6888290643692017,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9082,2,0,-7.655310621242485,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6702364683151245,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9083,2,0,-9.32865731462926,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6816555857658386,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9084,2,0,-7.044088176352705,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6962413787841797,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9085,1,0,-7.034068136272545,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6529399156570435,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9086,1,0,-5.490981963927856,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6707900762557983,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9087,2,0,-6.843687374749499,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6393589973449707,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9088,1,0,-8.42685370741483,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6679613590240479,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9089,2,0,-9.278557114228455,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6409192681312561,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9090,1,0,-8.486973947895791,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6617159247398376,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9091,1,0,-7.364729458917836,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6509324908256531,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9092,1,0,-9.478957915831664,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6679295301437378,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9093,1,0,-5.521042084168337,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6969217658042908,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9094,1,0,-7.605210420841683,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6459537744522095,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9095,2,0,-9.599198396793588,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6827300786972046,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9096,1,0,-5.861723446893787,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6756539344787598,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
