,normalization_fn,normalization_nu_fn,reg_fn_alpha,reg_fn_logmin,batch_size,length_cutoff_factor,initial_flow,learning_rate,number_epoch,step_per_epoch,B_beta,path_redraw,neighborhood,ExpectedReward,size,generators,reward_fn,heuristic_fn,initial_position
1638,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0401853912127802,0,0,0.3165135979652405,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1639,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0017958119736667,0,0,0.6271951198577881,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1640,3,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.021166834910735,0,0,0.3590454161167145,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1641,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0717062227062094,0,0,0.3603136539459228,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1642,2,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0096342813392609,0,0,0.6527094841003418,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1643,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0752265942456722,0,0,0.6745859384536743,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1644,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0018234166085523,0,0,0.6623696684837341,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1645,1,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0064621233635186,0,0,0.6269465684890747,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1646,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0011256254181127,0,0,0.6246067881584167,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1647,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0055290690042675,0,0,0.6543172001838684,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1648,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0098335936850976,0,0,0.700695276260376,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1649,1,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0089652921208079,0,0,0.6158729195594788,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1650,4,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0650430378147877,0,0,0.6569104194641113,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1651,4,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0487701174944749,0,0,0.5476822257041931,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1652,0,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.1073078535241315,0,0,0.9127633571624756,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1653,0,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0155746540662519,0,0,0.7029499411582947,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1654,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0031168326976691,0,0,0.6292852759361267,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1655,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0016843001054518,0,0,0.6575852632522583,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1656,0,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0852098022902375,0,0,0.9080995321273804,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1657,0,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0034589774488462,0,0,0.6667999029159546,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1658,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0019363631567135,0,0,0.6519744396209717,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1659,2,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0014067573667329,0,0,0.6600444316864014,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1660,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.018713540399597,0,0,0.656355619430542,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1661,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.1162737556924849,0,0,0.7378786206245422,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1662,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0011256254181127,0,0,0.646805465221405,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1663,4,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0724464042560312,0,0,0.6379464268684387,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1664,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0904226067836271,0,0,0.6440719962120056,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1665,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.001693632121952,0,0,0.6608818173408508,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1666,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0012325387238313,0,0,0.6496778726577759,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1667,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0356748831278944,0,0,0.6849335432052612,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1668,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0029438536373107,0,0,0.3254701495170593,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1669,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0014067573667329,0,0,0.6262203454971313,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1670,4,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0353438680374378,0,0,0.5455659627914429,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1671,2,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.1305340723274519,0,0,0.6611574292182922,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1672,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0100069542085526,0,0,0.3679661750793457,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1673,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.002581964947897,0,0,0.3495421707630157,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1674,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0184087778186514,0,0,0.3174143135547638,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1675,2,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0014472597666975,0,0,0.6584535837173462,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1676,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0059632629332246,0,0,0.6223412156105042,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1677,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.012625372421292,0,0,0.6432055234909058,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1678,2,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0009199341885722,0,0,0.6467703580856323,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1679,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0464843279383701,0,0,0.6629626750946045,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1680,4,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0063267747821271,0,0,0.5685358047485352,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1681,4,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.001560463995013,0,0,0.621985137462616,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1682,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0012325387238313,0,0,0.6303851008415222,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1683,0,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0036444868450981,0,0,0.6673571467399597,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1684,2,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.1113397525844224,0,0,0.6677709817886353,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1685,4,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0018234166085523,0,0,0.5302829742431641,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1686,0,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.1077890212819362,0,0,0.9172064065933228,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1687,3,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0011256254181127,0,0,0.335625022649765,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1688,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0096342813392609,0,0,0.6847363710403442,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1689,0,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0010322293485674,0,0,0.6722719669342041,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1690,2,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0042604233062367,0,0,0.6302448511123657,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1691,0,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0019838120133101,0,0,0.6893507838249207,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1692,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0011351609163304,0,0,0.642530620098114,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1693,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0149978598934003,0,0,0.674831748008728,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1694,2,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0035938975007051,0,0,0.6653586626052856,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1695,4,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0428308222706941,0,0,0.5624592304229736,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1696,1,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0998863774895996,0,0,0.6840304136276245,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1697,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0069924680521429,0,0,0.6388981342315674,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1698,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0445179778242167,0,0,0.5957821011543274,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1699,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0231754249433795,0,0,0.6526262164115906,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1700,0,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0011351609163304,0,0,0.6688165068626404,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1701,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.05005215335005,0,0,0.3431839942932129,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1702,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.1057758243898859,0,0,0.6522426009178162,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1703,4,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0019838120133101,0,0,0.6754990816116333,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1704,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0023846071613086,0,0,0.6617300510406494,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1705,1,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0353438680374378,0,0,0.6898360252380371,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1706,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0050404557886223,0,0,0.3484771251678467,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1707,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0020474526892799,0,0,0.333858460187912,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1708,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0019387171444814,0,0,0.6353453397750854,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1709,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0031168326976691,0,0,0.6348792314529419,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1710,0,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0998863774895996,0,0,0.9133878350257874,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1711,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0115743030718918,0,0,0.6832316517829895,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1712,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0059632629332246,0,0,0.6261546611785889,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1713,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0024425383044325,0,0,0.3400182127952575,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1714,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0098335936850976,0,0,0.625194787979126,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1715,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0356748831278944,0,0,0.6904502511024475,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1716,4,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0019363631567135,0,0,0.5674365758895874,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1717,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0031619156316802,0,0,0.6494259238243103,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1718,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.05005215335005,0,0,0.6326620578765869,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1719,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0015362815730741,0,0,0.657312273979187,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1720,3,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.012625372421292,0,0,0.3257220983505249,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1721,0,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0184087778186514,0,0,0.7594242691993713,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1722,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0356748831278944,0,0,0.3492508828639984,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1723,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.1162737556924849,0,0,0.6369562149047852,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1724,0,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0353438680374378,0,0,0.868598222732544,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1725,0,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0015362815730741,0,0,0.6321743726730347,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1726,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.1035339916096991,0,0,0.3414464294910431,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1727,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0170768765259511,0,0,0.6484974026679993,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1728,2,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0965392236319201,0,0,0.6888035535812378,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1729,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0953637897421962,0,0,0.697870671749115,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1730,4,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0717062227062094,0,0,0.6575301885604858,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1731,2,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0085006768678886,0,0,0.6687085032463074,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1732,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0167056368236109,0,0,0.3636666536331177,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1733,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0326875174450261,0,0,0.6824452877044678,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1734,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0353438680374378,0,0,0.3426325917243957,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1735,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0012325387238313,0,0,0.3463394939899444,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1736,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0042604233062367,0,0,0.6396005153656006,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1737,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.001693632121952,0,0,0.3536450564861297,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1738,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0026038966271679,0,0,0.3340579271316528,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1739,4,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0356748831278944,0,0,0.6315744519233704,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1740,2,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0231754249433795,0,0,0.6321539878845215,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1741,0,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0306622285741813,0,0,0.8188859224319458,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1742,0,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0045002263412523,0,0,0.6645162105560303,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1743,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0998863774895996,0,0,0.3115264177322387,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1744,2,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0029004091676467,0,0,0.6422451734542847,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1745,2,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0326875174450261,0,0,0.6853421926498413,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1746,1,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.09359442271158,0,0,0.6701384782791138,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1747,3,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0009424973975084,0,0,0.3225086629390716,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1748,4,1,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0029004091676467,0,0,0.5998680591583252,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1749,3,0,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0040040320148569,0,0,0.333511620759964,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1750,0,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0059632629332246,0,0,0.6922436356544495,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
1751,1,2,-100.0,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0100069542085526,0,0,0.6977737545967102,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
